alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"energie, règlement ue n° 1169/2011 (kj/100 g)","energie, règlement ue n° 1169/2011 (kcal/100 g)","energie, n x facteur jones, avec fibres  (kj/100 g)","energie, n x facteur jones, avec fibres  (kcal/100 g)",eau (g/100 g),"protéines, n x facteur de jones (g/100 g)","protéines, n x 6.25 (g/100 g)",glucides (g/100 g),lipides (g/100 g),sucres (g/100 g),fructose (g/100 g),galactose (g/100 g),glucose (g/100 g),lactose (g/100 g),maltose (g/100 g),saccharose (g/100 g),amidon (g/100 g),fibres alimentaires (g/100 g),polyols totaux (g/100 g),cendres (g/100 g),alcool (g/100 g),acides organiques (g/100 g),ag saturés (g/100 g),ag monoinsaturés (g/100 g),ag polyinsaturés (g/100 g),"ag 4:0, butyrique (g/100 g)","ag 6:0, caproïque (g/100 g)","ag 8:0, caprylique (g/100 g)","ag 10:0, caprique (g/100 g)","ag 12:0, laurique (g/100 g)","ag 14:0, myristique (g/100 g)","ag 16:0, palmitique (g/100 g)","ag 18:0, stéarique (g/100 g)","ag 18:1 9c (n-9), oléique (g/100 g)","ag 18:2 9c,12c (n-6), linoléique (g/100 g)","ag 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","ag 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","ag 20:5 5c,8c,11c,14c,17c (n-3) epa (g/100 g)","ag 22:6 4c,7c,10c,13c,16c,19c (n-3) dha (g/100 g)",cholestérol (mg/100 g),sel chlorure de sodium (g/100 g),calcium (mg/100 g),chlorure (mg/100 g),cuivre (mg/100 g),fer (mg/100 g),iode (µg/100 g),magnésium (mg/100 g),manganèse (mg/100 g),phosphore (mg/100 g),potassium (mg/100 g),sélénium (µg/100 g),sodium (mg/100 g),zinc (mg/100 g),rétinol (µg/100 g),beta-carotène (µg/100 g),vitamine d (µg/100 g),vitamine e (mg/100 g),vitamine k1 (µg/100 g),vitamine k2 (µg/100 g),vitamine c (mg/100 g),vitamine b1 ou thiamine (mg/100 g),vitamine b2 ou riboflavine (mg/100 g),vitamine b3 ou pp ou niacine (mg/100 g),vitamine b5 ou acide pantothénique (mg/100 g),vitamine b6 (mg/100 g),vitamine b9 ou folates totaux (µg/100 g),vitamine b12 (µg/100 g)
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13412,"Jus de corossol, prélevé à la Martinique",,,,,,84.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13413,"Jus de fruit de la passion ou maracudja, prélevé à la Martinique, pur jus",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13414,"Jus de grenade, prélevée à la Martinique",,,,,,87.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13415,"Jus de lime, pur jus, prélevé à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13416,"Jus de mandarine commune, pur jus filtré pasteurisé, prélevée à la Martinique",,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13417,"Jus de mandarine commune, pur jus filtré, prélevée à la Martinique",,,,,,90.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13418,"Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique",,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,,,,,90.0,,,,,6.0,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13419,"Jus de moubin, pur jus, prélevé à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13420,"Jus de pamplemousse (variété locale), pur jus, prélevé à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13421,"Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13422,"Jus de prune de cythère verte ""géante"" (variété locale), fruit vert, pur jus filtré, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13423,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13424,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit vert, pur jus filtré, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13425,"Mandarine commune, pulpe, au sirop, appertisée, non égouttée, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13426,"Mango bassignac, pulpe, cru, prélevé à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13427,"Mango moussache, pulpe, cru, prélevé à la Martinique",,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13428,"Mangue julie, pulpe, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,6.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13429,"Mangue verte, pulpe, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13430,"Melon, pulpe, cru, prélevé à la Martinique",,,,,,87.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13431,"Orange (variété locale), pulpe, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13432,"Orange amère, pulpe, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13433,"Pastèque, pulpe, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13434,"Pomme cajou, pulpe, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13435,"Pomme cannelle,  pulpe, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13436,"Pomme d'eau ou pomme malaca, pulpe, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13437,"Pomme liane, pulpe, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13438,"Prune de cythère, mûre, fruit entier, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13439,"Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique",,,,,,,,,,,,,,,,,,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20405,"fruits, légumes, légumineuses et oléagineux",fruits,,13440,"Jacques, pulpe, cru, prélevé à la Martinique",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,204,20406,"fruits, légumes, légumineuses et oléagineux",fruits,,13200,"Mangue José, pulpe, crue, prélevée à La Réunion (Mangifera indica L.)",,376.0,,376.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,14.0,,,,,14.0,,13.0,150.0,,,,,2010.0,,,,,,,,,,,,
2,204,20406,"fruits, légumes, légumineuses et oléagineux",fruits,,13201,"Ananas Victoria ou ananas Queen Victoria, pulpe crue, prélevé à La Réunion Ananas comosus (L.) merr var. Queen)",,304.0,,304.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,130.0,,,,,,,,,,,,,,,,,
2,204,20406,"fruits, légumes, légumineuses et oléagineux",fruits,,13202,"Papaye Colombo (fruit mûr), pulpe sans pépin, crue, prélevée à La Réunion (Carica papaya L.)",,169.0,40.0,169.0,40.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,12.0,,11.0,240.0,,,,,1230.0,,,,,68.0,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,9570,Farine de châtaigne,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,215.0,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15000,Amande (avec peau),,,,,,,,,,,,,,,,,4.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,260.0,,,,,270.0,,510.0,800.0,,,,0.0,,,,,,,,,,,,120.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15001,Cacahuète ou Arachide,,,,,,,,,,,,,,,,,,5.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,57.0,,,,,190.0,,400.0,700.0,30.0,,3.0,0.0,,0.0,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15002,"Cacahuète, grillée, salée",,,,,,,,,15.0,50.0,,,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,,,5.0,,,11.0,,0.0,0.0,0.0,0.0,,,304.0,,,,169.0,,244.0,531.0,,531.0,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15004,Noisette,,,,,,,,17.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,120.0,,,3.0,,160.0,,340.0,860.0,,,,0.0,,,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15005,"Noix, séchée, cerneaux",,,,,,4.0,,,,,3.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,75.0,,,,,140.0,,360.0,430.0,,,,0.0,,,,,,,,,,,,120.0,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15006,"Noix de coco, amande mûre, fraîche",,,,,,47.0,,,,,,,,,,,,0.0,9.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,14.0,,,,,32.0,,113.0,356.0,,20.0,,0.0,0.0,0.0,,,,,,,,,,26.0,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15007,"Noix de coco, amande, sèche",,,,,,,,,,,,,,,,,,,14.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,90.0,,197.0,647.0,,,,0.0,0.0,0.0,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15008,Noix du Brésil,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,16.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,150.0,,,,,367.0,2.0,658.0,591.0,103.0,3.0,,0.0,0.0,0.0,,0.0,,,,,,,,13.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15009,"Pistache, grillée, salée",,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,728.0,,,,105.0,,437.0,655.0,,664.0,,0.0,156.0,0.0,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15010,"Sésame, graine",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,962.0,,,,,324.0,,605.0,468.0,,,,0.0,5.0,0.0,,0.0,,0.0,,,,,,97.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15011,"Tournesol, graine",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,5.0,364.0,,477.0,578.0,,,,0.0,30.0,0.0,,0.0,,,,,,,,254.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15013,Crème de marrons,,,,,,,,,55.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15014,"Noix de coco, amande immature, fraîche",,,,,,47.0,,,,,,,,,,,,,9.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,14.0,,,,,32.0,,113.0,356.0,,20.0,,0.0,0.0,0.0,,,,,,,,,,26.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15016,"Crème de marrons vanillée, appertisée",,,,,,,,,,,43.0,,0.0,,,,39.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,1.0,,,,0.0,,,,,,,,,,,30.0,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15018,Mélange apéritif de graines salées et raisins secs,,2330.0,560.0,2280.0,548.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,,,,,,,72.0,285.0,,,,160.0,,340.0,700.0,,169.0,,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15019,"Noix de cajou, grillée, salée",,,,,,,,18.0,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,364.0,2.0,,,223.0,,452.0,546.0,,455.0,,0.0,0.0,0.0,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15020,"Châtaigne, bouillie/cuite à l'eau",,,,,,,2.0,,23.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,46.0,,,,,54.0,,99.0,715.0,,27.0,,0.0,10.0,0.0,1.0,,,,,,,,,38.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15021,"Châtaigne, grillée",,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,32.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,29.0,,,,,33.0,,107.0,592.0,,2.0,,0.0,14.0,0.0,,,,26.0,,,,,,70.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15023,"Noix, fraîche",,,,,,,11.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,94.0,,,,,120.0,,260.0,390.0,,,,0.0,52.0,,,,,,,,,,,108.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15024,"Châtaigne, crue",,,,,,51.0,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,27.0,,,,,,,,550.0,,,,0.0,0.0,0.0,,,,,,,,,,60.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15025,Pignon de pin,,,,,,,,,,65.0,,,0.0,,0.0,,,,10.0,,,0.0,0.0,,,33.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,61.0,,,,227.0,,527.0,662.0,,9.0,,0.0,17.0,0.0,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15026,Noix de pécan,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,2.0,123.0,,277.0,409.0,,1.0,,0.0,29.0,0.0,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15027,Noix de macadamia,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,85.0,,,,2.0,130.0,,188.0,368.0,,5.0,,0.0,,0.0,,,,,,,,,,11.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15028,"Cucurbitacées, graine",,,,,,,,,,,,,0.0,,0.0,0.0,,,6.0,,,0.0,0.0,,,21.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,,46.0,,,,,592.0,,1230.0,809.0,,7.0,,0.0,9.0,0.0,,,,,,,,,,58.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15029,"Luzerne, graine germée",,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,32.0,,,,,27.0,,70.0,79.0,,6.0,,0.0,87.0,0.0,,,,,,,,,,36.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15032,"Luzerne, graine",,,,,,,,35.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,90.0,,,,,,,,,26.0,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15033,Noisette grillée,,,,,,,,17.0,,66.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,123.0,,,,,173.0,,310.0,755.0,,,,0.0,36.0,0.0,,,,,,,,,,88.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15034,"Lin, graine",,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,228.0,,,,,372.0,,595.0,641.0,28.0,,,0.0,0.0,0.0,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15035,"Sésame, graine décortiquée",,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,19.0,,,0.0,0.0,0.0,0.0,,,,,,,348.0,,703.0,419.0,,29.0,,0.0,40.0,0.0,,0.0,,0.0,,,,,,106.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15037,"Cacahuète, grillée à sec, salée",,,,,,2.0,,,,,,,,,,,,,,,,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15038,"Sésame, grillé, graine décortiquée",,,,,,5.0,17.0,20.0,,48.0,,,,,,,,,,,4.0,0.0,0.0,,,21.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,131.0,,,,,346.0,,774.0,406.0,,39.0,,0.0,40.0,0.0,,0.0,,0.0,,,,,,96.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15039,"Châtaigne ou Marron, appertisé",,,,,,,,,,,,,,,,,,,4.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,359.0,,,,,,,,,,,,,,,,58.0,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15041,"Amande, mondée, émondée ou blanchie",,,,,,,,,,,,0.0,0.0,,0.0,,,1.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,236.0,,,,,268.0,,481.0,659.0,,19.0,,0.0,4.0,0.0,,0.0,,0.0,,,,,,49.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15042,"Amande, grillée, salée",,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,268.0,,,,,279.0,,471.0,713.0,,498.0,,0.0,1.0,0.0,,0.0,,0.0,,,,,,55.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15043,"Noix de macadamia, grillée, salée",,,,,,,,,,,,,,,0.0,0.0,4.0,,,,,0.0,0.0,11.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,70.0,,,,,118.0,,198.0,363.0,,360.0,,0.0,0.0,0.0,,0.0,,,,,,,,10.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15044,"Pistache, grillée",,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,108.0,,,,,115.0,,478.0,1020.0,,6.0,,0.0,156.0,0.0,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15045,"Tournesol, graine, grillé, salé",,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,9.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,70.0,,,,,129.0,,1160.0,850.0,,655.0,,0.0,5.0,0.0,,,,,,,,,,237.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15046,"Noix de pécan, salées",,,,,,,,12.0,5.0,73.0,,,,,,,,,3.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,400.0,,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15047,"Chia, graine, séchée",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,631.0,,,,,335.0,,860.0,407.0,,16.0,,,,,,,,,,,,,,49.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15048,Mélange apéritif de graines (non salées) et fruits séchés,,,,,,,,,,,7.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,88.0,,,4.0,,120.0,,,712.0,,117.0,2.0,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15049,Mélange apéritif de graines (non salées) et raisins secs,,2250.0,541.0,2210.0,532.0,,,,,,,,,,,,,,,,,0.0,,,24.0,,,,,,,,,,,,,,,,12.0,,90.0,,1.0,,,160.0,2.0,320.0,750.0,,7.0,,0.0,,,,,,,,,,,,,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15050,"Noisette grillée, salée",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15052,"Lin, brun, graine",,,,,,,18.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,21.0,,,,,,210.0,,,,,300.0,2.0,560.0,750.0,,38.0,,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15053,"Cacahuète, grillée, sans sel ajouté",,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,58.0,,,,,178.0,,363.0,634.0,,8.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,97.0,0.0
