alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"energie, règlement ue n° 1169/2011 (kj/100 g)","energie, règlement ue n° 1169/2011 (kcal/100 g)","energie, n x facteur jones, avec fibres  (kj/100 g)","energie, n x facteur jones, avec fibres  (kcal/100 g)",eau (g/100 g),"protéines, n x facteur de jones (g/100 g)","protéines, n x 6.25 (g/100 g)",glucides (g/100 g),lipides (g/100 g),sucres (g/100 g),fructose (g/100 g),galactose (g/100 g),glucose (g/100 g),lactose (g/100 g),maltose (g/100 g),saccharose (g/100 g),amidon (g/100 g),fibres alimentaires (g/100 g),polyols totaux (g/100 g),cendres (g/100 g),alcool (g/100 g),acides organiques (g/100 g),ag saturés (g/100 g),ag monoinsaturés (g/100 g),ag polyinsaturés (g/100 g),"ag 4:0, butyrique (g/100 g)","ag 6:0, caproïque (g/100 g)","ag 8:0, caprylique (g/100 g)","ag 10:0, caprique (g/100 g)","ag 12:0, laurique (g/100 g)","ag 14:0, myristique (g/100 g)","ag 16:0, palmitique (g/100 g)","ag 18:0, stéarique (g/100 g)","ag 18:1 9c (n-9), oléique (g/100 g)","ag 18:2 9c,12c (n-6), linoléique (g/100 g)","ag 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","ag 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","ag 20:5 5c,8c,11c,14c,17c (n-3) epa (g/100 g)","ag 22:6 4c,7c,10c,13c,16c,19c (n-3) dha (g/100 g)",cholestérol (mg/100 g),sel chlorure de sodium (g/100 g),calcium (mg/100 g),chlorure (mg/100 g),cuivre (mg/100 g),fer (mg/100 g),iode (µg/100 g),magnésium (mg/100 g),manganèse (mg/100 g),phosphore (mg/100 g),potassium (mg/100 g),sélénium (µg/100 g),sodium (mg/100 g),zinc (mg/100 g),rétinol (µg/100 g),beta-carotène (µg/100 g),vitamine d (µg/100 g),vitamine e (mg/100 g),vitamine k1 (µg/100 g),vitamine k2 (µg/100 g),vitamine c (mg/100 g),vitamine b1 ou thiamine (mg/100 g),vitamine b2 ou riboflavine (mg/100 g),vitamine b3 ou pp ou niacine (mg/100 g),vitamine b5 ou acide pantothénique (mg/100 g),vitamine b6 (mg/100 g),vitamine b9 ou folates totaux (µg/100 g),vitamine b12 (µg/100 g)
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15054,"Noix de cajou, grillée, non salée",,2560.0,618.0,2510.0,606.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,39.0,,,,,260.0,,510.0,610.0,,6.0,5.0,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15055,"Noix de cajou, grillée à sec, non salée",,2610.0,630.0,2560.0,617.0,,,,,49.0,,,,,,,,,,,,0.0,,,29.0,,,,,,,,,,,,,,,,,,38.0,,,,,280.0,,530.0,680.0,20.0,8.0,,,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15201,"Pâte d'amande, préemballée",,1820.0,432.0,1800.0,428.0,,,7.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,91.0,,,,,74.0,,150.0,190.0,,7.0,,0.0,,,,,,,,,,,,,
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15202,Beurre de cacahuète ou Pâte d'arachide,,,,,,,,,,,,,0.0,,0.0,0.0,,,5.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,43.0,,,,,174.0,,333.0,629.0,,388.0,,0.0,0.0,0.0,,,,0.0,,,,,,70.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,15203,Tahin ou Purée de sésame,,,,,,,,,,,,,,,,,,,7.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,284.0,,,,,95.0,,761.0,437.0,,75.0,,0.0,40.0,0.0,,0.0,,,,,,,,98.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,20581,"Arachide, bouillie/cuite à l'eau, salée",,,,,,,,,,22.0,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,55.0,,,,,102.0,,198.0,180.0,,751.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,75.0,0.0
2,205,0,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,,20901,"Soja, graine entière",,1810.0,432.0,1750.0,419.0,,,,,,,,,,,,,,13.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,220.0,,,,,253.0,,586.0,1740.0,,3.0,,0.0,13.0,0.0,,47.0,,6.0,,,,,,328.0,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9081,"Blé dur précuit, grains entiers, cuit, non salé",,630.0,149.0,623.0,147.0,,,,,,,,,,,,,25.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,21.0,,,,,28.0,,96.0,99.0,,,,0.0,,0.0,,,,,,,,,,,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9085,"Nouilles asiatiques cuites, aromatisées",,616.0,147.0,611.0,146.0,,,,,,2.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9086,"Pâtes ou nouilles asiatiques au blé, cuites, nature, non salées",,690.0,165.0,686.0,164.0,,,,,,,,,,,,,,1.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,11.0,113.0,,,,,,43.0,26.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9103,"Riz complet, cuit, non salé",,668.0,158.0,665.0,157.0,,,,,1.0,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,49.0,,120.0,43.0,,,,0.0,,0.0,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9104,"Riz blanc, cuit, non salé",,615.0,145.0,612.0,144.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,35.0,16.0,,,,0.0,,0.0,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9105,"Riz blanc étuvé, cuit, non salé",,621.0,146.0,618.0,146.0,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,10.0,,35.0,,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9110,"Riz rouge, cuit, non salé",,598.0,141.0,595.0,141.0,,,,,,,,,,,,,27.0,4.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,156.0,,,,,,,,,,,,,,,,,9.0,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9111,"Riz sauvage, cuit, non salé",,430.0,102.0,427.0,101.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,3.0,,,,,32.0,,82.0,101.0,,3.0,,0.0,2.0,0.0,,,,0.0,,,,,,26.0,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9124,"Riz thaï, cuit, non salé",,605.0,143.0,602.0,142.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,24.0,12.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9125,"Riz basmati, cuit, non salé",,495.0,117.0,492.0,116.0,,,,,,,,,,,,,,1.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,32.0,18.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9313,"Flocons d'avoine, bouillis/cuits à l'eau",,318.0,,315.0,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,9.0,,,,,27.0,,77.0,70.0,,4.0,1.0,0.0,0.0,0.0,,,,0.0,,,,,,6.0,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9322,"Orge perlée, bouilli/cuite à l'eau, non salée",,503.0,119.0,500.0,118.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,11.0,,,,,22.0,,54.0,93.0,,3.0,,0.0,5.0,0.0,,,,0.0,,,,,,16.0,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9331,"Mil, cuit, non salé",,492.0,116.0,487.0,115.0,,,,,1.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,3.0,,,,,44.0,,100.0,62.0,,2.0,,0.0,2.0,0.0,,,,0.0,,,,,,19.0,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9341,"Quinoa, bouilli/cuit à l'eau, non salé",,631.0,149.0,625.0,148.0,,,5.0,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,23.0,,,,,71.0,,180.0,220.0,,6.0,,0.0,,0.0,,,,0.0,,,,,,,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9615,"Polenta ou semoule de maïs, cuite, non salée",,328.0,,328.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,15.0,24.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9683,"Graine de couscous (semoule de blé dur précuite), cuite, non salée",,667.0,157.0,659.0,156.0,,,5.0,31.0,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,15.0,,,,,19.0,,73.0,110.0,,,,0.0,,0.0,,,,,,,,,,,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9691,"Boulgour de blé, cuit, non salé",,471.0,111.0,467.0,110.0,,,4.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,14.0,,,,,22.0,,66.0,95.0,,7.0,,0.0,,0.0,,,,,,,,,,,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9811,"Pâtes sèches standard, cuites, non salées",,535.0,126.0,529.0,125.0,,,,25.0,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,17.0,,,,,17.0,,59.0,34.0,,,,0.0,,0.0,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9816,"Pâtes fraîches, aux oeufs, cuites, non salées",,712.0,168.0,702.0,166.0,,,,32.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,20.0,,,37.0,,,,,,88.0,61.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9822,"Pâtes sèches, aux oeufs, cuites, non salées",,566.0,134.0,559.0,132.0,,,,23.0,2.0,,,0.0,,,,,,2.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,23.0,,,,,16.0,,68.0,25.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9824,"Pâtes sèches, sans gluten, cuites, non salées",,690.0,163.0,687.0,162.0,,,,,,,,,,,,,34.0,1.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,62.0,32.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9871,"Pâtes sèches, au blé complet, cuites, non salées",,541.0,128.0,535.0,127.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,36.0,,110.0,65.0,,,,0.0,,0.0,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9875,"Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées",,720.0,170.0,716.0,169.0,58.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,15.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9876,"Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées",,709.0,168.0,695.0,164.0,,,,,,,,,,,,,22.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,29.0,,,,,59.0,,130.0,240.0,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9901,"Vermicelle de riz, cuite, non salée",,379.0,,378.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,13.0,,,,,0.0,0.0,,,,,,,,,,,,0.0
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,9903,"Vermicelle de soja, cuite, non salée",,260.0,,259.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,10.0,,,,,,,,,,,,,,,,,10.0,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,25479,"Gnocchi à la semoule, cuit",,783.0,185.0,783.0,185.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,25510,"Gnocchi à la pomme de terre, cuit",,748.0,177.0,748.0,177.0,,,,,,,,,,,1.0,,,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,129.0,,,695.0,,,60.0,,,39.0,184.0,5.0,402.0,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,25579,"Gnocchi, cuit (aliment moyen)",,766.0,181.0,766.0,181.0,,,,34.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,158.0,,395.0,,,,,,,,,,,,,,,
3,301,30101,produits céréaliers,"pâtes, riz et céréales",,51511,"Frik (blé dur immature concassé), cuit, non salé",,321.0,76.0,318.0,,,,,14.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,50.0,,1.0,,,,55.0,,,2.0,,,,,,,,,,,,,,18.0,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9001,"Épeautre, cru",,1450.0,344.0,1430.0,340.0,11.0,,,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,27.0,,,,,136.0,,401.0,388.0,,8.0,,0.0,5.0,,,,,0.0,,,,,,45.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9003,"Blé de Khorasan, cru",,1440.0,342.0,1430.0,337.0,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,22.0,,,,,130.0,,364.0,403.0,,5.0,,,5.0,,,,,0.0,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9010,"Blé tendre entier ou froment, cru",,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9011,"Blé germé, cru",,897.0,211.0,887.0,209.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,28.0,,,,,82.0,,200.0,169.0,,16.0,,0.0,,0.0,,,,,,,,,,38.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9060,"Blé dur entier, cru",,1450.0,343.0,1440.0,340.0,,,13.0,,,,0.0,,0.0,,0.0,,,11.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,130.0,,390.0,408.0,,,,0.0,0.0,0.0,,30.0,,0.0,,,,,,32.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9080,"Blé dur précuit, entier, cru",,1520.0,359.0,1500.0,355.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,55.0,,,0.0,0.0,50.0,,238.0,950.0,,4.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,331.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9100,"Riz blanc, cru",,1490.0,352.0,1490.0,350.0,,,,78.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,33.0,,,,,,,118.0,121.0,6.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9101,"Riz blanc étuvé, cru",,1510.0,356.0,1500.0,354.0,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,101.0,,,,,31.0,,162.0,162.0,6.0,,,0.0,,0.0,,,,0.0,,,,,,13.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9102,"Riz complet, cru",,1480.0,350.0,1480.0,349.0,,,,,,,,,,,,,,5.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,62.0,,,,118.0,,163.0,219.0,,,2.0,0.0,,0.0,,,,0.0,,,,,,48.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9108,"Riz sauvage, cru",,1460.0,344.0,1450.0,342.0,,,,,,,,,,,,,64.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,78.0,,,,,,317.0,298.0,,,,0.0,,0.0,,,,0.0,,,,,,49.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9109,"Riz rouge, cru",,1490.0,352.0,1480.0,350.0,,,,,3.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,61.0,,,,130.0,2.0,372.0,288.0,,11.0,,,,,,,,,,,,,,15.0,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9119,"Riz thaï ou basmati, cru",,1500.0,353.0,1490.0,351.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9120,"Riz thaï ou basmati, cuit, non salé",,,,,,,,3.0,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,29.0,11.0,,,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9121,"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru",,1500.0,355.0,1500.0,353.0,,,,,1.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9200,"Maïs entier, cru",,1460.0,346.0,1460.0,346.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,40.0,50.0,,,,100.0,,260.0,320.0,,4.0,,,,,,,,,,,,,,,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9310,"Avoine, crue",,1590.0,378.0,1570.0,374.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,54.0,70.0,,,,177.0,,523.0,429.0,9.0,2.0,,0.0,,0.0,,,,0.0,,,,,,56.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9320,"Orge entière, crue",,1410.0,334.0,1390.0,330.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,33.0,110.0,,,,133.0,,264.0,452.0,,12.0,,0.0,13.0,0.0,,,,0.0,,,,,,19.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9321,"Orge perlée, crue",,1460.0,346.0,1450.0,343.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,29.0,,,,,79.0,,221.0,280.0,,9.0,,0.0,13.0,0.0,,,,0.0,,,,,,23.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9330,"Mil entier, cru",,1520.0,359.0,1500.0,356.0,,11.0,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,5.0,107.0,,263.0,208.0,16.0,,,0.0,,0.0,,,,0.0,,,,,,,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9340,"Quinoa, cru",,1510.0,358.0,1490.0,354.0,,,,,,,,,,,,,,7.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,47.0,,,,,197.0,,457.0,563.0,,5.0,,0.0,8.0,0.0,,0.0,,,,,,,,184.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9345,"Amarante, crue",,1560.0,369.0,1540.0,365.0,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,159.0,,,,,248.0,,557.0,508.0,,4.0,,0.0,1.0,0.0,,0.0,,,,,,,,82.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9360,"Sorgho entier, cru",,1470.0,349.0,1470.0,349.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,13.0,60.0,,,,165.0,,289.0,363.0,43.0,2.0,,0.0,,0.0,,,,0.0,,,,,,20.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9380,"Sarrasin entier, cru",,1500.0,356.0,1500.0,356.0,,,,,,,,,,,,,,7.0,0.0,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,231.0,,362.0,460.0,,1.0,,0.0,,0.0,,,,0.0,,,,,,30.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9390,"Seigle entier, cru",,1410.0,334.0,1400.0,331.0,,,,61.0,,,,0.0,,0.0,0.0,,,15.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,60.0,,,,104.0,,346.0,469.0,,,,0.0,7.0,0.0,1.0,,,0.0,,,,,,47.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9610,"Semoule de blé dur, crue",,1490.0,352.0,1480.0,348.0,,,12.0,,,1.0,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,102.0,152.0,1.0,,,0.0,,0.0,,30.0,,0.0,,,,,,57.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9611,"Semoule de blé dur, cuite, non salée",,516.0,122.0,510.0,120.0,,,,24.0,,3.0,,,,,3.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,13.0,,,1.0,,16.0,3.0,62.0,96.0,,,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9612,"Mélange de céréales et légumineuses, cru",,1490.0,354.0,1470.0,349.0,,,15.0,59.0,4.0,,,,,,,,,11.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,397.0,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9614,"Polenta ou semoule de maïs, précuite, sèche",,1480.0,350.0,1480.0,350.0,,,,74.0,,,,,,,,,68.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,94.0,,,,35.0,,104.0,144.0,,,,,,,,,,,,,,,,35.0,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9681,"Graine de couscous (semoule de blé dur précuite), crue",,1550.0,365.0,1530.0,360.0,,12.0,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,24.0,,,,,44.0,,170.0,166.0,,,,0.0,,0.0,,,,0.0,,,,,,20.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9690,"Boulgour de blé, cru",,1490.0,351.0,1470.0,348.0,,,,,,,0.0,,0.0,,0.0,,60.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,140.0,,285.0,410.0,,17.0,,0.0,5.0,0.0,,16.0,,0.0,,,,,,24.0,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9810,"Pâtes sèches standard, crues",,1420.0,336.0,1400.0,331.0,,,,,,,,0.0,,,,,,3.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,165.0,219.0,,,,0.0,,0.0,,,,0.0,,,,,,,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9815,"Pâtes fraîches, aux oeufs, crues",,1200.0,283.0,1180.0,279.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,156.0,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9821,"Pâtes sèches, aux oeufs, crues",,1610.0,381.0,1590.0,377.0,,14.0,,68.0,,,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,84.0,,35.0,,,,,58.0,,241.0,244.0,,34.0,,17.0,2.0,,,,,0.0,,,,,,29.0,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9863,"Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature",,1570.0,371.0,1550.0,366.0,,,13.0,71.0,3.0,,,,,,,,,4.0,0.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9870,"Pâtes sèches, au blé complet, crues",,1490.0,353.0,1480.0,350.0,11.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,64.0,,,10.0,,,160.0,378.0,,,,0.0,,0.0,,0.0,,0.0,,,,,,,0.0
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9874,"Pâtes sèches, sans gluten, crues",,1510.0,356.0,1500.0,354.0,,,,79.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,301,30102,produits céréaliers,"pâtes, riz et céréales",,9900,"Vermicelle de riz, sèche",,1550.0,365.0,1540.0,363.0,,,,,1.0,0.0,,,,,,,63.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,48.0,,,,13.0,,60.0,,,12.0,,,,,,,,,,,,,,10.0,
